seq,filename,class,prob,width,height,xmin,ymin,xmax,ymax
240,OD-ad5a8198-26b2-4e14-a6dd-d723d8088a31.7.png,OpticDisk,0.9967997,640,480,256,140,332,204
241,OD-ad5a8198-26b2-4e14-a6dd-d723d8088a31.8.png,OpticDisk,0.9900989,640,480,115,179,192,256
242,OS-ad5a8198-26b2-4e14-a6dd-d723d8088a31.10.png,OpticDisk,0.9965145,640,480,12,217,89,294
243,OS-ad5a8198-26b2-4e14-a6dd-d723d8088a31.10.png,Macula,0.9977582,640,480,140,179,243,281
244,OS-ad5a8198-26b2-4e14-a6dd-d723d8088a31.10.png,Macula,0.9180202,640,480,435,179,524,268
245,OS-ad5a8198-26b2-4e14-a6dd-d723d8088a31.11.png,Macula,0.99902475,640,480,140,179,243,281
246,OS-ad5a8198-26b2-4e14-a6dd-d723d8088a31.11.png,Macula,0.9036259,640,480,230,179,332,281
247,OS-ad5a8198-26b2-4e14-a6dd-d723d8088a31.11.png,OpticDisk,0.9913066,640,480,0,204,76,281
248,OS-ad5a8198-26b2-4e14-a6dd-d723d8088a31.12.png,OpticDisk,0.99550676,640,480,12,332,89,409
249,OS-ad5a8198-26b2-4e14-a6dd-d723d8088a31.12.png,Macula,0.97946966,640,480,422,307,524,409
250,OS-ad5a8198-26b2-4e14-a6dd-d723d8088a31.12.png,Macula,0.9497195,640,480,128,281,230,384
251,OS-ad5a8198-26b2-4e14-a6dd-d723d8088a31.12.png,Macula,0.92471176,640,480,204,38,307,140
252,OS-ad5a8198-26b2-4e14-a6dd-d723d8088a31.12.png,Macula,0.88732505,640,480,243,294,345,396
253,OS-ad5a8198-26b2-4e14-a6dd-d723d8088a31.13.png,OpticDisk,0.9996325,640,480,0,294,64,371
254,OS-ad5a8198-26b2-4e14-a6dd-d723d8088a31.13.png,Macula,0.9849819,640,480,140,256,243,358
255,OS-ad5a8198-26b2-4e14-a6dd-d723d8088a31.13.png,Macula,0.9497158,640,480,409,294,512,384
256,OS-ad5a8198-26b2-4e14-a6dd-d723d8088a31.14.png,Macula,0.9858542,640,480,345,153,448,243
257,OS-ad5a8198-26b2-4e14-a6dd-d723d8088a31.14.png,Macula,0.9020867,640,480,281,0,384,89
258,OS-ad5a8198-26b2-4e14-a6dd-d723d8088a31.15.png,OpticDisk,0.9986412,640,480,25,89,102,166
259,OS-ad5a8198-26b2-4e14-a6dd-d723d8088a31.15.png,Macula,0.95944333,640,480,153,76,256,179
260,OS-ad5a8198-26b2-4e14-a6dd-d723d8088a31.15.png,Macula,0.8801972,640,480,243,76,345,179
261,OS-ad5a8198-26b2-4e14-a6dd-d723d8088a31.15.png,Macula,0.8552247,640,480,435,153,537,256
262,OS-ad5a8198-26b2-4e14-a6dd-d723d8088a31.16.png,Macula,0.9948784,640,480,409,140,512,243
263,OS-ad5a8198-26b2-4e14-a6dd-d723d8088a31.16.png,OpticDisk,0.9986349,640,480,230,166,294,230
264,OS-ad5a8198-26b2-4e14-a6dd-d723d8088a31.17.png,Macula,0.94286567,640,480,371,89,473,192
265,OS-ad5a8198-26b2-4e14-a6dd-d723d8088a31.17.png,Macula,0.90835625,640,480,140,332,243,435
266,OS-ad5a8198-26b2-4e14-a6dd-d723d8088a31.17.png,Macula,0.84470713,640,480,320,0,422,89
267,OS-ad5a8198-26b2-4e14-a6dd-d723d8088a31.17.png,OpticDisk,0.9947266,640,480,230,89,307,166
268,OS-ad5a8198-26b2-4e14-a6dd-d723d8088a31.18.png,Macula,0.9412672,640,480,384,217,486,307
269,OS-ad5a8198-26b2-4e14-a6dd-d723d8088a31.19.png,Macula,0.9965078,640,480,128,179,230,281
270,OS-ad5a8198-26b2-4e14-a6dd-d723d8088a31.19.png,OpticDisk,0.9780147,640,480,0,230,76,307
271,OD-7a253162-93eb-408b-a0bf-cfc405e244bd.1.png,OpticDisk,0.9980698,640,480,268,76,345,153
272,OD-7a253162-93eb-408b-a0bf-cfc405e244bd.2.png,Macula,0.8020757,640,480,230,0,332,89
273,OD-7a253162-93eb-408b-a0bf-cfc405e244bd.4.png,Macula,0.9750752,640,480,281,0,384,89
274,OD-7a253162-93eb-408b-a0bf-cfc405e244bd.5.png,OpticDisk,0.99910384,640,480,448,140,524,217
275,OD-7a253162-93eb-408b-a0bf-cfc405e244bd.5.png,Macula,0.9542059,640,480,281,179,384,281
276,OD-7a253162-93eb-408b-a0bf-cfc405e244bd.6.png,OpticDisk,0.9933651,640,480,115,153,192,230
277,OS-7a253162-93eb-408b-a0bf-cfc405e244bd.10.png,Macula,0.89524764,640,480,166,76,268,179
278,OS-7a253162-93eb-408b-a0bf-cfc405e244bd.10.png,Macula,0.8605909,640,480,89,89,192,192
279,OS-7a253162-93eb-408b-a0bf-cfc405e244bd.11.png,OpticDisk,0.9955407,640,480,38,140,115,217
280,OS-7a253162-93eb-408b-a0bf-cfc405e244bd.7.png,OpticDisk,0.8608547,640,480,0,281,51,371
281,OS-7a253162-93eb-408b-a0bf-cfc405e244bd.8.png,Macula,0.9316448,640,480,0,320,76,409
282,OD-8770a53d-54f2-407b-a338-712db2d70725.1.png,OpticDisk,0.9987281,640,480,320,102,396,179
283,OD-8770a53d-54f2-407b-a338-712db2d70725.2.png,OpticDisk,0.9986615,640,480,486,51,563,115
284,OD-8770a53d-54f2-407b-a338-712db2d70725.3.png,OpticDisk,0.9992791,640,480,473,51,550,128
285,OD-8770a53d-54f2-407b-a338-712db2d70725.4.png,OpticDisk,0.99774534,640,480,499,192,576,268
286,OS-8770a53d-54f2-407b-a338-712db2d70725.11.png,OpticDisk,0.96588147,640,480,12,128,89,204
287,OS-8770a53d-54f2-407b-a338-712db2d70725.11.png,OpticDisk,0.9363332,640,480,563,179,627,256
288,OS-8770a53d-54f2-407b-a338-712db2d70725.11.png,Macula,0.86442506,640,480,320,166,422,268
289,OS-8770a53d-54f2-407b-a338-712db2d70725.12.png,OpticDisk,0.9903044,640,480,64,204,128,281
290,OS-8770a53d-54f2-407b-a338-712db2d70725.12.png,Macula,0.8339419,640,480,460,102,550,192
291,OS-8770a53d-54f2-407b-a338-712db2d70725.7.png,OpticDisk,0.8575145,640,480,25,281,115,371
292,OS-8770a53d-54f2-407b-a338-712db2d70725.9.png,OpticDisk,0.9728783,640,480,140,396,217,460
293,OS-8770a53d-54f2-407b-a338-712db2d70725.9.png,Macula,0.97660816,640,480,396,307,499,409
294,OD-1e668f8c-e162-43cb-964a-962564598c0f.1.png,Macula,0.99660397,640,480,166,192,268,294
295,OD-1e668f8c-e162-43cb-964a-962564598c0f.1.png,OpticDisk,0.843528,640,480,294,102,384,192
296,OD-1e668f8c-e162-43cb-964a-962564598c0f.2.png,OpticDisk,0.8235733,640,480,537,76,614,153
297,OD-1e668f8c-e162-43cb-964a-962564598c0f.3.png,Macula,0.9582567,640,480,435,153,537,256
298,OD-1e668f8c-e162-43cb-964a-962564598c0f.4.png,OpticDisk,0.87376946,640,480,537,64,614,140
299,OS-1e668f8c-e162-43cb-964a-962564598c0f.5.png,Macula,0.996781,640,480,166,192,268,294
300,OS-1e668f8c-e162-43cb-964a-962564598c0f.5.png,OpticDisk,0.9917048,640,480,25,217,102,294
301,OS-1e668f8c-e162-43cb-964a-962564598c0f.6.png,Macula,0.97382766,640,480,128,179,230,281
302,OS-1e668f8c-e162-43cb-964a-962564598c0f.6.png,Macula,0.8285058,640,480,0,320,89,422
303,OS-1e668f8c-e162-43cb-964a-962564598c0f.7.png,Macula,0.9962374,640,480,345,281,448,384
304,OS-1e668f8c-e162-43cb-964a-962564598c0f.7.png,OpticDisk,0.8877966,640,480,192,281,281,358
305,OD-1c4e70bd-7147-49fc-8eb1-4482897e500e.1.png,OpticDisk,0.99934775,640,480,320,102,396,179
306,OD-1c4e70bd-7147-49fc-8eb1-4482897e500e.10.png,OpticDisk,0.9366208,640,480,499,281,576,358
307,OD-1c4e70bd-7147-49fc-8eb1-4482897e500e.12.png,OpticDisk,0.98437357,640,480,89,217,166,294
308,OD-1c4e70bd-7147-49fc-8eb1-4482897e500e.13.png,OpticDisk,0.98971456,640,480,422,140,499,217
309,OD-1c4e70bd-7147-49fc-8eb1-4482897e500e.13.png,Macula,0.8025213,640,480,230,166,332,268
310,OD-1c4e70bd-7147-49fc-8eb1-4482897e500e.14.png,OpticDisk,0.98831546,640,480,448,153,524,230
311,OD-1c4e70bd-7147-49fc-8eb1-4482897e500e.14.png,Macula,0.9046862,640,480,268,204,371,307
312,OD-1c4e70bd-7147-49fc-8eb1-4482897e500e.2.png,OpticDisk,0.9960491,640,480,371,76,448,153
313,OD-1c4e70bd-7147-49fc-8eb1-4482897e500e.5.png,Macula,0.8311986,640,480,268,281,371,384
314,OD-1c4e70bd-7147-49fc-8eb1-4482897e500e.8.png,Macula,0.828619,640,480,115,115,217,217
315,OD-1c4e70bd-7147-49fc-8eb1-4482897e500e.9.png,Macula,0.801639,640,480,179,0,281,89
316,OS-1c4e70bd-7147-49fc-8eb1-4482897e500e.15.png,OpticDisk,0.9691797,640,480,12,307,76,371
317,OS-1c4e70bd-7147-49fc-8eb1-4482897e500e.15.png,Macula,0.9726141,640,480,166,256,268,358
318,OS-1c4e70bd-7147-49fc-8eb1-4482897e500e.18.png,Macula,0.98873085,640,480,371,294,473,396
319,OS-1c4e70bd-7147-49fc-8eb1-4482897e500e.18.png,Macula,0.9887016,640,480,256,320,358,422
320,OS-1c4e70bd-7147-49fc-8eb1-4482897e500e.19.png,Macula,0.85938716,640,480,384,320,486,422
321,OS-1c4e70bd-7147-49fc-8eb1-4482897e500e.21.png,Macula,0.99387866,640,480,230,268,332,371
322,OS-1c4e70bd-7147-49fc-8eb1-4482897e500e.21.png,OpticDisk,0.8814287,640,480,64,294,140,371
323,OS-1c4e70bd-7147-49fc-8eb1-4482897e500e.22.png,Macula,0.99849784,640,480,230,243,332,345
324,OS-1c4e70bd-7147-49fc-8eb1-4482897e500e.22.png,OpticDisk,0.9530828,640,480,64,281,140,358
325,OS-1c4e70bd-7147-49fc-8eb1-4482897e500e.23.png,OpticDisk,0.98824394,640,480,51,217,140,294
326,OS-1c4e70bd-7147-49fc-8eb1-4482897e500e.23.png,Macula,0.9305097,640,480,422,192,524,294
327,OS-1c4e70bd-7147-49fc-8eb1-4482897e500e.23.png,Macula,0.91902256,640,480,230,179,332,281
328,OS-1c4e70bd-7147-49fc-8eb1-4482897e500e.24.png,Macula,0.96981907,640,480,371,294,473,396
329,OS-1c4e70bd-7147-49fc-8eb1-4482897e500e.26.png,Macula,0.9990036,640,480,409,192,512,294
330,OS-1c4e70bd-7147-49fc-8eb1-4482897e500e.26.png,Macula,0.80692744,640,480,115,256,217,358
331,OS-1c4e70bd-7147-49fc-8eb1-4482897e500e.26.png,OpticDisk,0.99078685,640,480,243,217,320,294
332,OS-1c4e70bd-7147-49fc-8eb1-4482897e500e.27.png,Macula,0.99787855,640,480,358,179,460,281
333,OS-1c4e70bd-7147-49fc-8eb1-4482897e500e.27.png,OpticDisk,0.9970462,640,480,192,204,268,281
334,OS-1c4e70bd-7147-49fc-8eb1-4482897e500e.28.png,Macula,0.99908257,640,480,448,256,550,358
335,OS-1c4e70bd-7147-49fc-8eb1-4482897e500e.28.png,OpticDisk,0.9959617,640,480,281,281,358,358
336,OD-bd7bcd0d-9d47-47ea-b109-18fda81a0f17.1.png,OpticDisk,0.9957579,640,480,217,115,294,192
337,OD-bd7bcd0d-9d47-47ea-b109-18fda81a0f17.2.png,OpticDisk,0.9939851,640,480,486,166,563,243
338,OD-bd7bcd0d-9d47-47ea-b109-18fda81a0f17.3.png,OpticDisk,0.994531,640,480,512,179,588,256
339,OD-bd7bcd0d-9d47-47ea-b109-18fda81a0f17.3.png,Macula,0.90489465,640,480,307,230,409,332
340,OD-bd7bcd0d-9d47-47ea-b109-18fda81a0f17.4.png,OpticDisk,0.96854603,640,480,512,332,588,409
341,OD-bd7bcd0d-9d47-47ea-b109-18fda81a0f17.5.png,Macula,0.99545836,640,480,0,102,89,204
342,OD-bd7bcd0d-9d47-47ea-b109-18fda81a0f17.5.png,Macula,0.8657005,640,480,371,243,473,345
343,OD-bd7bcd0d-9d47-47ea-b109-18fda81a0f17.5.png,OpticDisk,0.9925972,640,480,512,217,588,294
344,OD-bd7bcd0d-9d47-47ea-b109-18fda81a0f17.6.png,OpticDisk,0.9799233,640,480,499,294,576,371
345,OS-bd7bcd0d-9d47-47ea-b109-18fda81a0f17.10.png,OpticDisk,0.9606667,640,480,38,230,115,307
346,OS-bd7bcd0d-9d47-47ea-b109-18fda81a0f17.11.png,OpticDisk,0.988235,640,480,64,256,140,332
347,OS-bd7bcd0d-9d47-47ea-b109-18fda81a0f17.7.png,Macula,0.9758838,640,480,320,0,422,89
348,OS-bd7bcd0d-9d47-47ea-b109-18fda81a0f17.9.png,Macula,0.98321116,640,480,345,0,448,89
349,OD-197c689f-1932-4562-9844-b60f34eb33ec.1.png,OpticDisk,0.9986339,640,480,396,153,473,230
350,OD-197c689f-1932-4562-9844-b60f34eb33ec.11.png,Macula,0.8043183,640,480,473,192,576,294
351,OD-197c689f-1932-4562-9844-b60f34eb33ec.12.png,OpticDisk,0.99914217,640,480,512,153,588,230
352,OD-197c689f-1932-4562-9844-b60f34eb33ec.4.png,Macula,0.9662968,640,480,294,0,396,89
353,OD-197c689f-1932-4562-9844-b60f34eb33ec.6.png,Macula,0.8439127,640,480,358,12,460,115
354,OD-197c689f-1932-4562-9844-b60f34eb33ec.7.png,OpticDisk,0.99888545,640,480,512,371,576,435
355,OD-197c689f-1932-4562-9844-b60f34eb33ec.8.png,OpticDisk,0.981904,640,480,140,230,217,320
356,OD-197c689f-1932-4562-9844-b60f34eb33ec.9.png,Macula,0.8531039,640,480,89,0,179,76
357,OD-197c689f-1932-4562-9844-b60f34eb33ec.9.png,OpticDisk,0.99191236,640,480,320,12,409,102
358,OS-197c689f-1932-4562-9844-b60f34eb33ec.13.png,OpticDisk,0.93288517,640,480,38,268,128,358
359,OS-197c689f-1932-4562-9844-b60f34eb33ec.13.png,Macula,0.9472259,640,480,192,204,294,307
360,OS-197c689f-1932-4562-9844-b60f34eb33ec.13.png,Macula,0.83780867,640,480,294,179,396,281
361,OS-197c689f-1932-4562-9844-b60f34eb33ec.14.png,Macula,0.88326573,640,480,153,230,256,332
362,OS-197c689f-1932-4562-9844-b60f34eb33ec.14.png,Macula,0.8502587,640,480,0,307,64,396
363,OS-197c689f-1932-4562-9844-b60f34eb33ec.15.png,Macula,0.84356093,640,480,217,396,409,460
364,OS-197c689f-1932-4562-9844-b60f34eb33ec.16.png,Macula,0.92080235,640,480,0,307,76,396
365,OS-197c689f-1932-4562-9844-b60f34eb33ec.17.png,Macula,0.8157632,640,480,0,294,64,384
366,OS-197c689f-1932-4562-9844-b60f34eb33ec.18.png,Macula,0.8766139,640,480,396,0,499,89
367,OS-197c689f-1932-4562-9844-b60f34eb33ec.18.png,Macula,0.8438184,640,480,0,320,76,409
368,OS-197c689f-1932-4562-9844-b60f34eb33ec.19.png,Macula,0.88297737,640,480,448,102,550,204
369,OS-197c689f-1932-4562-9844-b60f34eb33ec.20.png,OpticDisk,0.98839545,640,480,64,256,140,332
370,OS-197c689f-1932-4562-9844-b60f34eb33ec.20.png,Macula,0.8255085,640,480,332,192,435,294
371,OD-2efddb08-3db5-41ad-ac45-991ac03f7bfc.1.png,OpticDisk,0.99761873,640,480,358,192,435,268
372,OD-2efddb08-3db5-41ad-ac45-991ac03f7bfc.10.png,Macula,0.9844854,640,480,435,204,537,307
373,OD-2efddb08-3db5-41ad-ac45-991ac03f7bfc.11.png,Macula,0.98656785,640,480,332,217,435,320
374,OD-2efddb08-3db5-41ad-ac45-991ac03f7bfc.11.png,OpticDisk,0.9891455,640,480,512,192,588,268
375,OD-2efddb08-3db5-41ad-ac45-991ac03f7bfc.12.png,Macula,0.98283535,640,480,268,204,371,307
376,OD-2efddb08-3db5-41ad-ac45-991ac03f7bfc.12.png,OpticDisk,0.9994019,640,480,460,192,537,268
377,OD-2efddb08-3db5-41ad-ac45-991ac03f7bfc.2.png,OpticDisk,0.9884515,640,480,537,230,614,320
378,OD-2efddb08-3db5-41ad-ac45-991ac03f7bfc.2.png,Macula,0.8090236,640,480,243,256,345,358
379,OD-2efddb08-3db5-41ad-ac45-991ac03f7bfc.3.png,Macula,0.98710597,640,480,448,192,550,294
380,OD-2efddb08-3db5-41ad-ac45-991ac03f7bfc.4.png,Macula,0.99895585,640,480,460,217,563,320
381,OD-2efddb08-3db5-41ad-ac45-991ac03f7bfc.5.png,Macula,0.9961002,640,480,460,230,563,332
382,OD-2efddb08-3db5-41ad-ac45-991ac03f7bfc.7.png,OpticDisk,0.99526924,640,480,422,0,486,64
383,OD-2efddb08-3db5-41ad-ac45-991ac03f7bfc.7.png,Macula,0.9784113,640,480,243,0,345,89
384,OS-2efddb08-3db5-41ad-ac45-991ac03f7bfc.13.png,OpticDisk,0.9740694,640,480,51,179,128,256
385,OS-2efddb08-3db5-41ad-ac45-991ac03f7bfc.14.png,Macula,0.85391253,640,480,128,115,230,217
386,OS-2efddb08-3db5-41ad-ac45-991ac03f7bfc.19.png,Macula,0.88996416,640,480,128,0,230,89
387,OS-2efddb08-3db5-41ad-ac45-991ac03f7bfc.19.png,Macula,0.83133495,640,480,281,0,384,89
388,OS-2efddb08-3db5-41ad-ac45-991ac03f7bfc.20.png,OpticDisk,0.9842216,640,480,0,166,76,243
389,OS-2efddb08-3db5-41ad-ac45-991ac03f7bfc.22.png,OpticDisk,0.96976805,640,480,38,64,128,153
390,OS-2efddb08-3db5-41ad-ac45-991ac03f7bfc.23.png,Macula,0.9728424,640,480,115,128,217,230
391,OD-21de2b30-9d4a-4db5-b3b2-523bef95ace3.18.png,OpticDisk,0.9995714,640,480,499,115,563,179
392,OD-21de2b30-9d4a-4db5-b3b2-523bef95ace3.2.png,OpticDisk,0.9971782,640,480,448,76,524,153
393,OD-21de2b30-9d4a-4db5-b3b2-523bef95ace3.7.png,Macula,0.98046565,640,480,166,166,268,268
394,OD-21de2b30-9d4a-4db5-b3b2-523bef95ace3.7.png,OpticDisk,0.9633896,640,480,332,89,409,166
395,OS-21de2b30-9d4a-4db5-b3b2-523bef95ace3.20.png,Macula,0.9909853,640,480,153,256,256,358
396,OS-21de2b30-9d4a-4db5-b3b2-523bef95ace3.31.png,Macula,0.9822222,640,480,217,0,307,76
397,OS-21de2b30-9d4a-4db5-b3b2-523bef95ace3.31.png,Macula,0.84238917,640,480,384,0,486,76
398,OS-21de2b30-9d4a-4db5-b3b2-523bef95ace3.31.png,OpticDisk,0.88726,640,480,76,0,153,76
399,OS-21de2b30-9d4a-4db5-b3b2-523bef95ace3.32.png,OpticDisk,0.91672945,640,480,0,76,64,153
400,OS-21de2b30-9d4a-4db5-b3b2-523bef95ace3.33.png,OpticDisk,0.9986266,640,480,0,192,64,268
401,OS-21de2b30-9d4a-4db5-b3b2-523bef95ace3.34.png,Macula,0.99750865,640,480,89,217,192,320
402,OS-21de2b30-9d4a-4db5-b3b2-523bef95ace3.35.png,OpticDisk,0.9623045,640,480,38,179,115,256
403,OS-21de2b30-9d4a-4db5-b3b2-523bef95ace3.36.png,OpticDisk,0.9573334,640,480,25,243,115,332
404,OS-2510d404-fffc-4bce-9657-043fb38fe20f.18.png,Macula,0.9993529,640,480,115,243,217,345
405,OS-2510d404-fffc-4bce-9657-043fb38fe20f.21.png,Macula,0.97418606,640,480,102,166,204,268
406,OS-2510d404-fffc-4bce-9657-043fb38fe20f.27.png,OpticDisk,0.99408734,640,480,12,128,89,204
407,OS-2510d404-fffc-4bce-9657-043fb38fe20f.27.png,Macula,0.9955844,640,480,166,102,268,204
408,OS-2510d404-fffc-4bce-9657-043fb38fe20f.28.png,Macula,0.9986492,640,480,166,115,268,217
409,OS-2510d404-fffc-4bce-9657-043fb38fe20f.28.png,OpticDisk,0.9695165,640,480,12,153,102,230
410,OS-2510d404-fffc-4bce-9657-043fb38fe20f.37.png,Macula,0.9964401,640,480,268,38,371,140
411,OS-2510d404-fffc-4bce-9657-043fb38fe20f.37.png,OpticDisk,0.99635714,640,480,140,76,217,153
412,OS-2510d404-fffc-4bce-9657-043fb38fe20f.38.png,Macula,0.99467224,640,480,204,166,307,268
413,OS-2510d404-fffc-4bce-9657-043fb38fe20f.38.png,OpticDisk,0.98070335,640,480,51,179,128,256
414,OS-2510d404-fffc-4bce-9657-043fb38fe20f.39.png,Macula,0.99001336,640,480,89,204,192,307
415,OD-2510d404-fffc-4bce-9657-043fb38fe20f.1.png,OpticDisk,0.9947267,640,480,320,140,396,217
416,OD-2510d404-fffc-4bce-9657-043fb38fe20f.1.png,Macula,0.9977259,640,480,153,179,256,281
417,OD-2510d404-fffc-4bce-9657-043fb38fe20f.17.png,OpticDisk,0.9952173,640,480,524,204,601,294
418,OD-2510d404-fffc-4bce-9657-043fb38fe20f.17.png,Macula,0.9905331,640,480,358,140,460,243
419,OD-2510d404-fffc-4bce-9657-043fb38fe20f.3.png,Macula,0.9304622,640,480,294,0,384,76
420,OD-ea529eb0-dfa6-4d94-9634-bfa2e431b6af.4.png,Macula,0.9811242,640,480,371,166,473,268
421,OD-ea529eb0-dfa6-4d94-9634-bfa2e431b6af.4.png,OpticDisk,0.9893773,640,480,576,153,627,217
422,OD-ea529eb0-dfa6-4d94-9634-bfa2e431b6af.6.png,Macula,0.995275,640,480,396,64,499,166
423,OS-ea529eb0-dfa6-4d94-9634-bfa2e431b6af.13.png,Macula,0.98510647,640,480,230,230,332,332
424,OS-ea529eb0-dfa6-4d94-9634-bfa2e431b6af.13.png,OpticDisk,0.95954496,640,480,64,307,140,384
425,OS-ea529eb0-dfa6-4d94-9634-bfa2e431b6af.24.png,OpticDisk,0.99943763,640,480,384,230,460,294
426,OS-ea529eb0-dfa6-4d94-9634-bfa2e431b6af.25.png,OpticDisk,0.99888843,640,480,281,256,345,332
427,OD-3b12d731-d6bc-48ac-a79a-d1b3eec404cf.3.png,OpticDisk,0.99766684,640,480,358,243,435,320
428,OD-4e5fd8ef-cbc4-4790-9c9f-69afe3e0117f.11.png,Macula,0.98524797,640,480,409,76,512,179
429,OD-4e5fd8ef-cbc4-4790-9c9f-69afe3e0117f.11.png,Macula,0.9558868,640,480,396,12,499,115
430,OD-4e5fd8ef-cbc4-4790-9c9f-69afe3e0117f.2.png,OpticDisk,0.9936646,640,480,486,243,563,320
431,OS-3b12d731-d6bc-48ac-a79a-d1b3eec404cf.25.png,OpticDisk,0.990917,640,480,12,243,89,320
432,OS-3b12d731-d6bc-48ac-a79a-d1b3eec404cf.34.png,Macula,0.98313177,640,480,473,294,576,396
433,OS-3b12d731-d6bc-48ac-a79a-d1b3eec404cf.34.png,Macula,0.95340234,640,480,307,25,409,128
434,OS-3b12d731-d6bc-48ac-a79a-d1b3eec404cf.36.png,OpticDisk,0.8938273,640,480,0,268,76,345
435,OS-4e5fd8ef-cbc4-4790-9c9f-69afe3e0117f.21.png,OpticDisk,0.99656206,640,480,294,179,371,256
436,OS-4e5fd8ef-cbc4-4790-9c9f-69afe3e0117f.22.png,OpticDisk,0.91175437,640,480,153,243,230,320
437,OS-4e5fd8ef-cbc4-4790-9c9f-69afe3e0117f.23.png,OpticDisk,0.99850684,640,480,25,243,102,320
438,OS-4e5fd8ef-cbc4-4790-9c9f-69afe3e0117f.23.png,Macula,0.85616535,640,480,345,192,448,294
439,OS-4e5fd8ef-cbc4-4790-9c9f-69afe3e0117f.24.png,Macula,0.8559944,640,480,448,384,550,460
440,OS-4e5fd8ef-cbc4-4790-9c9f-69afe3e0117f.24.png,Macula,0.82058144,640,480,473,76,576,179
441,R-20190925104825058.jpg,OpticDisk,0.999956,1440,1080,892,431,1094,604
442,R-20190925104825058.jpg,Macula,0.9569703,1440,1080,403,287,835,518
443,R-20190925104829623.jpg,Macula,0.99729604,1440,1080,806,403,1036,633
444,L-20190925104908857.jpg,OpticDisk,0.9983034,1440,1080,662,374,806,518
445,L-20190925104911585.jpg,OpticDisk,0.99965715,1440,1080,316,316,460,460
446,L-20190925104911585.jpg,Macula,0.9759896,1440,1080,575,316,806,547
447,OD-2dff5f8a-5300-4ca2-b43d-4eead1b28b8a.jpg,Macula,0.987515,1440,1080,374,403,604,633
448,OD-2dff5f8a-5300-4ca2-b43d-4eead1b28b8a.jpg,OpticDisk,0.99704474,1440,1080,115,403,230,547
449,OD-c3880e92-c610-48a5-8171-213b6bdf0093.1.png,OpticDisk,0.99968004,1600,1200,800,448,992,640
450,OD-c3880e92-c610-48a5-8171-213b6bdf0093.1.png,Macula,0.89271003,1600,1200,416,480,672,736
451,OD-c3880e92-c610-48a5-8171-213b6bdf0093.10.png,Macula,0.8657312,1600,1200,640,0,896,224
452,OD-c3880e92-c610-48a5-8171-213b6bdf0093.10.png,OpticDisk,0.9993741,1600,1200,992,64,1152,224
453,OD-c3880e92-c610-48a5-8171-213b6bdf0093.2.png,OpticDisk,0.99993193,1600,1200,1152,480,1312,640
454,OD-c3880e92-c610-48a5-8171-213b6bdf0093.2.png,Macula,0.96547145,1600,1200,608,608,864,864
455,Right Eye (OD)-c3880e92-c610-48a5-8171-213b6bdf0093.10.jpg,Macula,0.91992533,1600,1200,640,0,896,224
456,Right Eye (OD)-c3880e92-c610-48a5-8171-213b6bdf0093.10.jpg,OpticDisk,0.9974946,1600,1200,960,32,1152,224
457,Right Eye (OD)-c3880e92-c610-48a5-8171-213b6bdf0093.3.jpg,OpticDisk,0.98542136,1600,1200,1344,512,1536,704
458,Left Eye (OS)-c3880e92-c610-48a5-8171-213b6bdf0093.13.jpg,OpticDisk,0.9995253,1600,1200,256,544,416,704
459,Left Eye (OS)-c3880e92-c610-48a5-8171-213b6bdf0093.13.jpg,Macula,0.9878627,1600,1200,576,576,832,832
460,Left Eye (OS)-c3880e92-c610-48a5-8171-213b6bdf0093.14.jpg,OpticDisk,0.9900124,1600,1200,32,480,192,672
461,Left Eye (OS)-c3880e92-c610-48a5-8171-213b6bdf0093.21.jpg,OpticDisk,0.9999329,1600,1200,672,96,800,224
462,OD-c3880e92-c610-48a5-8171-213b6bdf0093.14.png,OpticDisk,0.9902436,1600,1200,32,480,224,672
463,OD-c3880e92-c610-48a5-8171-213b6bdf0093.24.png,OpticDisk,0.9997794,1600,1200,704,448,832,576
464,OD-0e4c7fc6-b94b-49b8-a2b4-fb34c1dc5da7.2.png,OpticDisk,0.9993888,640,480,486,230,563,307
465,OD-0e4c7fc6-b94b-49b8-a2b4-fb34c1dc5da7.2.png,Macula,0.997127,640,480,307,243,409,345
466,OS-0e4c7fc6-b94b-49b8-a2b4-fb34c1dc5da7.25.png,Macula,0.9986903,640,480,256,51,358,153
467,OS-0e4c7fc6-b94b-49b8-a2b4-fb34c1dc5da7.25.png,Macula,0.8930646,640,480,217,0,320,64
468,OS-0e4c7fc6-b94b-49b8-a2b4-fb34c1dc5da7.25.png,OpticDisk,0.9982712,640,480,102,76,179,140
469,OS-0e4c7fc6-b94b-49b8-a2b4-fb34c1dc5da7.26.png,Macula,0.9008925,640,480,435,25,537,128
470,OS-0e4c7fc6-b94b-49b8-a2b4-fb34c1dc5da7.26.png,OpticDisk,0.9121695,640,480,256,38,332,115
471,OD-3170bb8d-dfb7-4875-aeea-7fa7036e01e8.1.png,Macula,0.98402447,640,480,217,230,320,332
472,OD-3170bb8d-dfb7-4875-aeea-7fa7036e01e8.1.png,OpticDisk,0.9996593,640,480,409,192,473,256
473,OD-3170bb8d-dfb7-4875-aeea-7fa7036e01e8.2.png,Macula,0.9918921,640,480,345,115,448,217
474,OD-3170bb8d-dfb7-4875-aeea-7fa7036e01e8.2.png,OpticDisk,0.9920272,640,480,563,102,627,179
